old,new
Алматинская облШелекКазахстан,Казахстан
Алтайский крайНовополтаваРоссия,Алтай
Восточно-Казахстанская облБерезовкаКазахстан,Казахстан
Хайнань пров.ДаньчжоуКитай,Китай
Алтайский крайНикольскийРоссия,Алтай
Республика АлтайВерх-МутаРоссия,Республика
Иркутская облУсть-КутРоссия,РФ
Хатлонская облпгт ДангараТаджикистан,Таджикистан
пров. СиньцзянУцзяцюйКитай,Китай
"Алтайский крайБарнаул,Борзовая Заимка,Россия",Барнаул
Хатлонская облпоНавзамин УмедТаджикистан,Таджикистан
Алтайский крайМайоркаРоссия,Алтай
Аньхой провинцияКитайКитай,Китай
Алтайский крайОзерноеРоссия,Алтай
Алтайский крайПоперечноеРоссия,Алтай
ШохмансурДушанбеТаджикистан,Таджикистан
Алайский крайЯровоеРоссия,Алтай
Восточно-КазахстанскаяУсть-КаменогорскКазахстан,Казахстан
Тверская облОзерныйРоссия,РФ
Алтайский край10 лет ОктябряРоссия,Алтай
Республика АлтайЧаган-УзунРоссия,Республика
Алтай РеспЧерный АнуйРоссия,Республика
Алтайский крайНово-ТырышкиноРоссия,Алтай
Алтайский крайВерх-ЯминскоеРоссия,Алтай
Ляонин провинцияФушуньКитай,Китай
Алтайский крайсСоусканихаРоссия,Алтай
Алматинская облЕсикКазахстан,Казахстан
Алтайский крайПрыганкаРоссия,Алтай
Восточно-Казахстанская областьЖезкентКазахстан,Казахстан
пров. ЦзилиньНунъаньКитай,Китай
СычуаньСычуаньКитай,Китай
Алтайский крайБольшой КалтайРоссия,Алтай
"Алтайский крайБарнаул, Лесная ПолянаРоссия",Барнаул
Цзилинь провинцияВанцинКитай,Китай
Цзилинь провинцияЦзилиньКитай,Китай
Республика АлтайТеректаРоссия,Республика
Алайский крайПавловскРоссия,РФ
Алтайский крайНовотроицкРоссия,Алтай
Алтай РеспТалдаРоссия,Республика
Алтайский крайПобедаРоссия,Алтай
Алтайский крайПаклиноРоссия,Алтай
Хэйлунцзян провинцияЧитайхэКитай,Китай
Чеченская РеспубликаАлхан-КалаРоссия,РФ
Алтайский крайГорно-АлтайскеРоссия,Горно-Алтайск
Тыва респКызылРоссия,РФ
Забайкальский крайЧитаРоссия,РФ
Сахалинская областьШахтерскРоссия,РФ
Донецкая облДонецкУкраина,Украина
Республика БурятияСеверобайкальскРоссия,РФ
ХакасияпКопьевоРоссия,РФ
Алтайский крайЗаряРоссия,Алтай
Тыва РеспСукпакРоссия,РФ
Новосибирская областьИскитимРоссия,РФ
"Алтайский крайБарнаул,посЮжныйРоссия",Барнаул
Алтайский крайСамсоновоРоссия,Алтай
"Алтайский крайБарнаул, Борзовая ЗаимкаРоссия",Барнаул
Алтай РеспсБалыхчаРоссия,Республика
Республика АлтайОртолыкРоссия,Республика
Алтайский крайДолговоРоссия,Алтай
Алтайский крайГородецкийРоссия,Алтай
Алтай РеспЯзулаРоссия,Республика
"Алтайский крайБарнаул, Научный ГородокРоссия",Барнаул
Челябинская областьКаслиРоссия,РФ
ХатлонскаяКургантюбеТаджикистан,Таджикистан
Хатлонская облХуррамзаминТаджикистан,Таджикистан
Алтайский крайКокшиРоссия,Алтай
Алтайский крайКызылтуРоссия,Алтай
Жалал-Абадская обл.Майла-СууКыргызстан,Кыргызстан
Алтайский крайКолпаковоРоссия,Алтай
Красноярский крайКанскРоссия,РФ
Красноярский крайКараулРоссия,РФ
Казахстан РеспАлматыКазахстан,Казахстан
Алтайский крайДмитро-ТитовоРоссия,Алтай
Восточно-Казахстанская облКурчатовРоссия,Казахстан
Хатлонская облФайзободТаджикистан,Таджикистан
Алтайский крайТальменкарРоссия,Алтай
Краснодарский крайАрмавирРоссия,РФ
Алтайский крайРечнойРоссия,Алтай
Алтайский крайбарнаул ЮжныйРоссия,Барнаул
пров. ХэйлунцзянХэганКитай,Китай
Республика ТываИльинкаРоссия,РФ
Алтайский крайТретьяковоРоссия,Алтай
Алтайский крайОвсянниковоРоссия,Алтай
Алтайский крайУсть-ЧарышРоссия,Алтай
Шэньси провинцияСяньянКитай,Китай
Красноярский крайШилаРоссия,РФ
Республика АлтайАюлаРоссия,Республика
Алайский крайЛесноеРоссия,Алтай
Алтайский крайАрбузовкатРоссия,Алтай
Новосибирская областьБезменовотРоссия,РФ
Алтайский крайУсть-АнуйРоссия,Алтай
Алтайский крайЧервовоРоссия,Алтай
Красноярский крайМинусинскРоссия,РФ
пров. ЦзилиньЦзилиньКитай,Китай
Алтай РеспКарлушкаРоссия,Республика
В-Казахстанская облЗайсанКазахстан,Казахстан
Алайский крайЛуговоеРоссия,РФ
Алтайский крайУсть - ПристаньРоссия,Алтай
Алтайский крайсГилевоРоссия,Алтай
Красноярский крайСосноборскРоссия,РФ
Краснодарский крайСочиРоссия,РФ
Республика КрымФеодосияРоссия,РФ
ВКОЗыряновскКазахстан,Казахстан
Ханты-Мансийский Автономный округ - Югра АОНеф...,РФ
Восточно-Казахстанская облБольшая РечкаКыргызстан,Казахстан
Алтайский крайНовоплотовоРоссия,Алтай
Новосибирская облКольцовоРоссия,РФ
Республика БурятияУлан-УдэРоссия,РФ
Согдийская обл.ШайдонТаджикистан,Таджикистан
Алтайский крайГолухатРоссия,Алтай
Республика ТываКаа-ХемгтРоссия,РФ
Аньхуй провинцияЛуАньКитай,Китай
Алтайский крайСтароперуновоРоссия,Алтай
Алтайский крайгЗмеиногорскРоссия,Алтай
Алматинская облШамалгантКазахстан,Казахстан
Ханты-Мансийский АО - ЮграНижнесортымскийРоссия,РФ
Алтайский крайГолухаРоссия,Алтай
Чарей МарастунНангарханАфганистан,Афганистан
Алтайский крайВолгаРоссия,Алтай
Новосибирская областьКуйбышевРоссия,РФ
Ляонин провинцияТелинКитай,Китай
Ямало-Ненецкий АОУренгойРоссия,РФ
Республика АлтайБалыктуюльРоссия,Республика
Алтайский крайСузопРоссия,Алтай
Алтай РеспПолеводкаРоссия,Республика
Сахалинская облПионерыРоссия,РФ
Ошская облКуриабКыргызстан,Кыргызстан
Алтайский крайНовообинкаРоссия,Алтай
Алтайский крайС ПравдаРоссия,Алтай
Таласская обл.АшанбаеваКыргызстан,Кыргызстан
Алтайский крайНовоандреевкаРоссия,Алтай
Ханты-Мансийский Автономный округ - Югра АОНиж...,РФ
Алтайский крайТаскаевоРоссия,Алтай
пров. ХэйлунцзянЦинъаньКитай,Китай
Алтайский крайГришиноРоссия,Алтай
Ямало-Ненецкий АОЛабытнангиРоссия,РФ
Провинция Цзилинь СыпинЦзилинь СыпинКитай,Китай
Алтайский крайпоМногопольныйРоссия,Алтай
Республика АлтайАкташРоссия,Республика
Алматинская облЖетыгенКазахстан,Казахстан
Республика АлтайЧерный АнуйРоссия,Республика
В-Казахстанская обл.ШемонаихаКазахстан,Казахстан
Тыва РеспАк-ДовуракРоссия,РФ
Алтайский крайпВолгаРоссия,Алтай
Алтайский крайЗеленыйРоссия,Алтай
Алтайский крайПереясловкаРоссия,Алтай
Гуандун пров.КайпинКитай,Китай
"Алтайский крайБарнаул, Лесной домРоссия",Барнаул
Алайский крайСтепное ОзероРоссия,Алтай
Чувашская РеспКанашРоссия,РФ
Республика БурятияСеверобайкальскорРоссия,РФ
Алтайский крайИм МамонтоваРоссия,Алтай
Алтайский крайУдальноеРоссия,Алтай
Восточно-Казахстанская облБерезовскийКазахстан,Казахстан
пров. ХэйлунцзянТунхэКитай,Китай
Кемеровская облПолысаевоРоссия,РФ
Алтайский крайУсть-алейкаРоссия,Алтай
Алтайский крайПригородныйРоссия,Барнаул
Провинция ЦзянсуТайсинКитай,Китай
Алтайский крайСмазневоРоссия,Алтай
"Алтайский крайБарнаул, Сибирская долинаРоссия",Барнаул
Алтайский крайТайнаРоссия,Алтай
Алтай РеспсБалыктуюльРоссия,Республика
Ставропольский крайГеоргиевскРоссия,РФ
Респ АлтайГорно-алтайскРоссия,Горно-Алтайск
Алтайский крайСетовкаРоссия,Алтай
Алтайский крайНовосибирскРоссия,Алтай
"Алтайский крайБарнаул, СадоводовРоссия",Барнаул
ЛяонинТелинКитай,Китай
Алтайский крайИльичаРоссия,Алтай
Восточно-Казахстанская облВеселовкаКазахстан,Казахстан
Алтайский крайВерх-АнуйскоеРоссия,Алтай
Республика АлтайН-УймонРоссия,Республика
"ХатлонскаяпоНавзамин, УмедТаджикистан",Таджикистан
Алтайский крайВерх-МарушкаРоссия,Алтай
Республика АлтайМультаРоссия,Республика
Новосибирская облЛиневоРоссия,РФ
Алтайский крайБарнаулРоссия,Барнаул
Алтай РеспсБеш ОзекРоссия,Республика
Алтайский крайСЗаковряшиноРоссия,Алтай
Алтайский крайсБаталовоРоссия,Алтай
Республика АлтайЧибитРоссия,Республика
пров ХэйлунцзянФуцзиньКитай,Китай
Алтайский крайС ТроицкоеРоссия,Алтай
Аньхой провинцияТунлинКитай,Китай
Алтайский крайсКраснощековоРоссия,Алтай
Красноярский крайгСеверо-ЕнисейскийРоссия,РФ
Красноярский крайШарыповоРоссия,РФ
Алтайский крайШумилихаРоссия,Алтай
Иркутская областьАнгарскРоссия,РФ
Республика АлтайКамлакРоссия,Республика
Алтайский крайЦентральныйРоссия,Барнаул
Алтайский крайЗагайновоРоссия,Алтай
Алтайский крайКостин-ЛогРоссия,Алтай
"Алтайский крайБарнаул,елок ЦентральныйРоссия",Барнаул
Хатлонская обл.ОбикиикТаджикистан,Таджикистан
Хэйлунцзян провинцияНэньцзянКитай,Китай
Алтайский крайПолеводкаРоссия,Алтай
Восточно - Казахстан обл.Усть - СталовкаКазахстан,Казахстан
Дагестан респСултанянгиюрт cРоссия,РФ
Алтайский крайайСтаробелокурихаРоссия,Алтай
"Согдийская областьИсфара, ВорухТаджикистан",Таджикистан
Алтайский крайРыбное Каменского районаРоссия,Алтай
Алтайский крайБанаулРоссия,Барнаул
Алтайский крайЗеленая ДубраваРоссия,Алтай
Алтайский крайНовокамышенкаРоссия,Алтай
Ысык-КульскаяАк-ТерекКыргызстан,Кыргызстан
Алтай РеспЧепошРоссия,Республика
Восточно-Кзахстанская облУсть-КаменогорскКазах...,Казахстан
Гиссарский р-нГулханиТаджикистан,Таджикистан
Алтайский крайпоАлтайРоссия,Алтай
Алтайский крайБарнаул ЦентральныйРоссия,Барнаул
Алтайский крайОвечкинотРоссия,Алтай
Алтайский крайПановоРоссия,Алтай
Алтайский крайАнуйскоеРоссия,Алтай
Алтайский крайрпСтепное ОзероРоссия,Алтай
Алтайский крайТабуыРоссия,Алтай
Республика АлтайАмурРоссия,Республика
В-Казахстанская обл.сВерх-УбаКазахстан,Казахстан
Алтай РеспСейкаРоссия,Республика
ГуандунЦинъюаньКитай,Китай
пров. ХубэйИчанКитай,Китай
Волгоградская областьКамышинРоссия,РФ
Костанайская облАлматыКазахстан,Казахстан
Андижанская облПахтаабадУзбекистан,Узбекистан
Согдийская облПенджикентТаджикистан,Таджикистан
Алтайский крайгАлейскРоссия,Алейск
Алтайский крайСтепнной КучукРоссия,Алтай
Алтайский крайАнаньевкаРоссия,Алтай
Алтайский крайсКалмыцкие МысыРоссия,Алтай
Сахалинская облНевельскРоссия,РФ
Новосибирская областьБаганРоссия,РФ
Хатлонская обл.Джамоат РудакиРоссия,Таджикистан
Алтайский крайЕрмачихаРоссия,Алтай
пров. ЛяонинШэньянКитай,Китай
Томская областьМолчановоРоссия,РФ
Тыва респСаглыРоссия,РФ
Алматинская облАлматыКазахстан,Казахстан
Краснодарский крайСтаровеличковскаят-цаРоссия,РФ
Алтайский крайВетренно-ТелеутскоеРоссия,Алтай
Алтай РеспСугашРоссия,Республика
"Алтайский крайБарнаул, Фирсово Слобода 2Россия",Барнаул
Алтайский крайУрожайноеРоссия,Алтай
Восточно-Казахстанская обл.КурчатовКазахстан,Казахстан
"Алтайский крайБарнаул , ЮжныйРоссия",Барнаул
Алтайский крайОмутнаяРоссия,Алтай
Алтайский крайС ПотеряевкаРоссия,Алтай
Красноярский крайСолнечныйРоссия,РФ
Тюменская облБерезово ПГТРоссия,РФ
Алтайский крайБерезовая ГоркаРоссия,Алтай
Хатлонская облВахшТаджикистан,Таджикистан
Жалал-Абадская обл.Как-ЖангакКыргызстан,Кыргызстан
Хатлонская обл.ШахритусТаджикистан,Таджикистан
Тюменская облТобольскРоссия,РФ
Ошская облАраван АКыргызстан,Кыргызстан
Жалал-Абадская облКалмак-КырчынКыргызстан,Кыргызстан
Костанайская облРудныйКазахстан,Казахстан
Восточно-Казахстанская облДмитриевкаКазахстан,Казахстан
Павлодарская облКонстантиновкаКазахстан,Казахстан
Ташкентская облпосПятилеткаУзбекистан,Узбекистан
Ошская облОшКыргызстан,Кыргызстан
Иркутская областьУсть-ИлимскРоссия,РФ
Алтайский крайНовознаменкаРоссия,Алтай
Таласская облБейшекеКыргызстан,Кыргызстан
АньХуй провинцияЛуАньРоссия,Китай
пров. ХэнаньПуянКитай,Китай
Алтайский крайсРебрихаРоссия,Алтай
Краснодарский крайНовороссийскРоссия,РФ
Алматинская обл19 километр дачный массивКазахстан,Казахстан
"Алтайский крайЮжный, БарнаулРоссия",Барнаул
Алтайский крайЮжный БарнаулРоссия,Барнаул
Алтайский крайМышкиноРоссия,Алтай
Алтайский крайГусиная ЛягаРоссия,Алтай
Алтайский крайПсопелихаРоссия,Алтай
"Алтайский крайБарнаул,Борзовая заимкаРоссия",Барнаул
Алтайский крайСеребропольРоссия,Алтай
Тыва РеспКундустугРоссия,РФ
Алтайский крайКорчиноРоссия,Алтай
Кемеровская облЛиствянкаРоссия,РФ
Алтайский крайТяхтаРоссия,Алтай
Алтайский крайОмутскоеРоссия,Алтай
Восточно-Казахстанская облТеректыКазахстан,Казахстан
Республика АлтайПаспартаРоссия,Республика
ШаньдунЦзинаньКитай,Китай
пров. ГуандунХэюаньКитай,Китай
Аньхой провинцияАньцинКитай,Китай
Забайкальский крайКраснокаменскРоссия,РФ
Санкт-Петербург гСанкт-ПетербургРоссия,РФ
Белгородская областьЯковлевоРоссия,РФ
Республика АлтайОроктойРоссия,Республика
Алтайский крайКадниковоРоссия,Алтай
Алтайский крайКузнечихаРоссия,Алтай
Кемеровская облБарнаулРоссия,Барнаул
Алтай РеспЖана-АулРоссия,Республика
ВКОМирныйКазахстан,Казахстан
"Ляонин провинцияДалянь, Люйшунь р-нКитай",Китай
Новосибирская областьВерх-КоенРоссия,Алтай
Восточно-Кзахстанская облНово-ХайрузовкаКазахстан,Казахстан
Алтайский крайВерх-катунскоеРоссия,Алтай
Алтайский крайУсть-КатуньРоссия,Алтай
Алтайский крайКруглоеРоссия,Алтай
Восточно-Казахстанская облНовополяновкаКазахстан,Казахстан
Республика Саха /Якутия/МирныйРоссия,РФ
"Алтайский крайБарнаул, СибирскийРоссия",Барнаул
Восточно-КазахстанскаяГоркуновоКазахстан,Казахстан
Алматинская облТалдыкорганКазахстан,Казахстан
Алтайский крайВерх-ЧуманкаРоссия,Алтай
Алтайский крайНовоберезовкаРоссия,Алтай
Алтайский крайпосСолнечныйРоссия,Алтай
Алтайский крайУсковоРоссия,Алтай
Алтайский крайайПервомайскоеРоссия,Алтай
Гуандун пров.ЛяньчжоуКитай,Китай
Алтайский крайБлаговещеский р-нРоссия,Алтай
Алтайский крайАлександровскийРоссия,Алтай
Алтайский крайНижнекаянчаРоссия,Алтай
Алтайский крайМальцева КурьяРоссия,Алтай
Алтайский крайДумчевоРоссия,Алтай
Хатлонская обл.ДустиТаджикистан,Таджикистан
Алтайский крайр-н ЛоктевскийРоссия,Алтай
Алтайский крайБелоеРоссия,Алтай
В-Казахстанская обл.БескарагайРоссия,Казахстан
Восточно-Казахстанская облБородиноКазахстан,Казахстан
Алтайский крайайМакарьевкаРоссия,Алтай
Алтайский крайНижняя ГусихаРоссия,Алтай
Иссык-Кульская облБурма-СууКыргызстан,Кыргызстан
Алтайский крайВторая КаменкаРоссия,Алтай
Алайский крайШимолиноРоссия,Алтай
Алтайский крайрпТальменкаРоссия,Алтай
Алтайский крайШимолиноРоссия,Алтай
"Алтайский крайБарнаул,БельмесевоРоссия",Барнаул
пров. ХэнаньЮйчжоуКитай,Китай
Алтай РеспКаспаРоссия,Республика
Восточно-Казахстанская облБыструхаКазахстан,Казахстан
Томская облПодломскРоссия,РФ
"Алтайский крайБийск,ФоминскоеРоссия",Бийск
Алтайский крайРубцовскийРоссия,Рубцовск
Новосибирская обл.СузунРоссия,РФ
Хатлонская облМехнатободТаджикистан,Таджикистан
Республика ТываТоора-ХемРоссия,РФ
Алтайский крайШпагинотРоссия,Алтай
"Сицуань провинция, Цзань вэй уездХуапин дКитай",Китай
Тыва РеспМугур-АксыРоссия,РФ
Алтайский крайПоловинкиноРоссия,Алтай
Новосибирская облКраснообскелокРоссия,РФ
Алтайский крайПодстепноеРоссия,Алтай
пров. ЦзянсиЛиньчуаньКитай,Китай
Свердловская облЕкатеринбургРоссия,РФ
Алтайский крайРассказихаРоссия,Алтай
Хукумата облЧилипеппаТаджикистан,Таджикистан
Алтайский крайКазанцевоРоссия,Алтай
Республика АлтайМайминское/пРоссия,Республика
Восточно-Казахстанская областьНовая ШульбаКаза...,Казахстан
"Алтайский крайБарнаул, ПолзуноватРоссия",Барнаул
Ляонин провинцияЛаохуелокКитай,Китай
Алтайский крайМалышев ЛогРоссия,Алтай
Алтайский крайКрупскойРоссия,Алтай
Павлодарская обл.СольветкаКазахстан,Казахстан
Восточно-Казахстанская областьИвановкаКазахстан,Казахстан
Тыва РеспХандагайтыРоссия,РФ
Алтайский крайБыковоРоссия,Алтай
Республика АлтайИогачРоссия,Республика
Алтайский крайС КрасногородскоеРоссия,Алтай
Восточно-Кзахстанская облУсть-ТаловкаКазахстан,Казахстан
Кызылординская областькент Айтеке биКазахстан,Казахстан
Алтайсктй крайБерезовкаРоссия,Алтай
Кемеровская областьМалая СалаиркаРоссия,РФ
Республика АлтайЧибиляРоссия,Республика
"Алтайский край,БарнаулРоссия",Барнаул
провинция ХайнаньВаннинКитай,Китай
Ляонин провинцияХулудаоКитай,Китай
Алтайский крайСемено-КрасиловоРоссия,Алтай
Новосибирская областьЕвсинотРоссия,РФ
Алтайский крайБарнаул НовомихайловскаРоссия,Барнаул
Горно-Бадахшанская АОПоршиневТаджикистан,Таджикистан
Тыва РеспСайлыгРоссия,РФ
В-Казахстанская облКамышенкаКазахстан,Казахстан
Восточно-Казахстанская облЕрназарКазахстан,Казахстан
ВКОМамай БатырКазахстан,Казахстан
НаронскаяКара-БургонКыргызстан,Кыргызстан
Шаньдун провинцияВэйхайКитай,Китай
Республика ТываБай-ХаакРоссия,РФ
ЦзянсуНанкинКитай,Китай
Алтайский крайПесчаный БорокРоссия,Алтай
Хабаровский крайСергеевкаРоссия,РФ
Алтайский крайКарпово ВтороеРоссия,Алтай
КарагандинскаяТемиртауКазахстан,Казахстан
Алтайский крайМаякРоссия,Алтай
"Алтайский крайЦентральный, БарнаулРоссия",Барнаул
Жалал-Абадская облДжалал-АбадКыргызстан,Кыргызстан
ГуандунШаньтоуКитай,Китай
Восточно-Казахстанская облУсть-ПаловкаКазахстан,Казахстан
Алтайский крайСовпутьРоссия,Алтай
Алтайский крайЗеленый ЛусРоссия,Алтай
Алтайский крайСемилеткаРоссия,Алтай
Республика АлтайКокоряРоссия,Республика
пров. ШаньдунЦинчжоуКитай,Китай
Джалал-АбадскаяМайлуу-СууКыргызстан,Кыргызстан
ТаласАрашан АКыргызстан,Кыргызстан
Лебапская облТуркменабатТуркменистан,Туркменистан
ВКОКурчатовКазахстан,Казахстан
алтайский крайбарнаулРоссия,Барнаул
Алтайский крайЛютаевоРоссия,Алтай
Оренбургская областьОренбургРоссия,РФ
Алтайский крайТретьяковотРоссия,Алтай
Алтайский крайУсть-КутРоссия,Алтай
Республика АлтайЧергаРоссия,Республика
Алтайский крайсБор-КособулатРоссия,Алтай
Новосибирская областьКупиноРоссия,РФ
Павлодарская обл.Коныр ОзекРоссия,РФ
Алтайский крайКировскоеРоссия,Алтай
Алтайский крайДресвянкаРоссия,Алтай
Чукотский АОПровиденияРоссия,РФ
Алтайский крайЛушниковоРоссия,Алтай
Ханты-Мансийский АО - ЮграБелоярскийРоссия,РФ
Алтайский крайЗеленаяолянаРоссия,Алтай
Московская областьПодольскРоссия,РФ
Ташкентская облЭшонгузарУзбекистан,Узбекистан
Алтайский крайНовокалманкаРоссия,Алтай
Республика БашкортостанСтерлитамакРоссия,РФ
Алтайский крайгРубцовскРоссия,Рубцовск
Алтайский крайКрасные ОрлыРоссия,Алтай
Новосибирская облМасляниноРоссия,РФ
Алтайский крайайСузопРоссия,Алтай
Кемеровская облМалая СалаиркаРоссия,РФ
Новосибирская областьБердскРоссия,РФ
Алтайский крайГришенскоеРоссия,Алтай
Алтайский крайН-ЧемровкаРоссия,Алтай
Саха /Якутия/ РеспНерюнгриРоссия,РФ
Алтай РеспБалыкчаРоссия,Республика
Алтайский крайРМалиновое озероРоссия,Алтай
"Алтайский крайБарнаул, мкр ЗатонРоссия",Барнаул
Алтайский крайБийкаРоссия,Алтай
Республика ТываХандагайтыРоссия,РФ
Хайнань пров.ЦюнхайКитай,Китай
Восточно-Казахстанская облБольшая РечкаКазахстан,Казахстан
Алтайский крайСело ПанкрушихаРоссия,Алтай
пров. ЛяонинБэньсиКитай,Китай
Карагандинская обл.КарагандаКазахстан,Казахстан
Алайский крайГорнякРоссия,Алтай
Гуандун пров.МаоминКитай,Китай
провинция ЦзунциЧунцинКитай,Китай
Алайский крайАлтйскоеРоссия,Алтай
В-Казахстанская обл.ГеоргиевкаКазахстан,Казахстан
Чуй обл.Лебединовка аКыргызстан,Кыргызстан
Восточно-Казахстанская облКанонеркаКазахстан,Казахстан
Алтай РеспКискаРоссия,Республика
Алтайский крайФоминскоеРоссия,Алтай
Чуйская областьЧуйКыргызстан,Кыргызстан
Алтайский крайАзиноРоссия,Алтай
